name,cloneOf,description
m3sexcu,,Super Exchanges Unlimited (Barcrest) (MPU3)
m3slight,,Strike A Light (Barcrest) (MPU3)
m3snaphp,,Snap Happy (Pcp) (MPU3)
m3snappy,12066,Snappy Viper (Barcrest) (MPU3)
m3spoof,,"Spoof (Pcp) (MPU3, set 1)"
m3spoofa,12095,"Spoof (Pcp) (MPU3, set 2)"
m3supadr,,Super Adders &amp; Ladders (Barcrest) (MPU3)
m3supasw,,Supaswop (Bwb) (MPU3)
m3suplin,,"Super Line Up (Barcrest) (MPU3, set 1)"
m3suplina,12099,"Super Line Up (Barcrest) (MPU3, set 2)"
m3supnud,,Super Nudges Unlimited (Barcrest) (MPU3)
m3supser,,Super Series (Barcrest) (MPU3)
m3supspo,,"Super Spoof (Pcp) (MPU3, set 1)"
m3supspoa,12103,"Super Spoof (Pcp) (MPU3, set 2)"
m3supwin,,"Super Win (Bwb) (MPU3, set 1)"
m3supwina,12105,"Super Win (Bwb) (MPU3, set 2)"
m3sweep,,"Sweep Stake Club (Barcrest) (MPU3, set 1)"
m3sweepa,12107,"Sweep Stake Club (Barcrest) (MPU3, set 2)"
m3tfair,,Tuppenny Fair (Mdm) (MPU3)
m3tlktwn,,Talk of the Town (MPU3?)
m3toplin,,Top Line (Pcp) (MPU3)
m3topsht,,Top Shot (Barcrest) (MPU3)
m3tst,,MPU3 Unit Test (Program 5) (Barcrest) (MPU3)
m3wacky,,Wacky Racer (Mdm) (MPU3)
m3wigwam,,Wig Wam (Pcp) (MPU3)
m3winagn,,"Win-A-Gain (Bwb) (MPU3, set 1)"
m3winagna,12116,"Win-A-Gain (Bwb) (MPU3, set 2)"
m3winagnb,12116,"Win-A-Gain (Bwb) (MPU3, set 3)"
m3winstr,,Winstrike (Bwb) (MPU3)
m3winstra,12119,Winstrike (Barcrest) (MPU3)
m3xchngg,,Exchanges Galore (Barcrest) (MPU3)
m3xchngu,,"Exchanges Unlimited (Barcrest) (MPU3, set 1)"
m3xchngua,12122,"Exchanges Unlimited (Barcrest) (MPU3, set 2)"
m4,,M-4
m40,12037,Olivetti L1 M40
m421,,Twenty One (Barcrest) (MPU4)
m421club,,"21 Club (Barcrest) [DTW, Dutch] (MPU4)"
m42punlm,,2p Unlimited (Mdm) (MPU4)
m4aao,,Against All Odds (Eurotek) (MPU4)
m4abeaut,,"American Beauty (Avantime?) (MPU4) (AB, set 1)"
m4abeaut_1,12130,"American Beauty (Avantime?) (MPU4) (AB, set 2)"
m4abeaut_2,12130,"American Beauty (Avantime?) (MPU4) (AB, set 3)"
m4abeaut_3,12130,"American Beauty (Avantime?) (MPU4) (AB, set 4)"
m4abeaut_4,12130,"American Beauty (Avantime?) (MPU4) (AB, set 5)"
m4abeaut_5,12130,"American Beauty (Avantime?) (MPU4) (AB, set 6)"
m4abeaut_6,12130,"American Beauty (Avantime?) (MPU4) (AB, set 7)"
m4abeaut_7,12130,"American Beauty (Avantime?) (MPU4) (AB, set 8)"
m4abeaut_8,12130,"American Beauty (Avantime?) (MPU4) (AB, set 9)"
m4abeaut_9,12130,"American Beauty (Avantime?) (MPU4) (AB, set 10)"
m4abeaut_c1,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 1)"
m4abeaut_c10,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 10)"
m4abeaut_c11,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 11)"
m4abeaut_c12,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 12)"
m4abeaut_c13,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 13)"
m4abeaut_c14,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 14)"
m4abeaut_c15,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 15)"
m4abeaut_c16,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 1)"
m4abeaut_c17,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 2)"
m4abeaut_c18,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 3)"
m4abeaut_c19,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 4)"
m4abeaut_c2,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 2)"
m4abeaut_c20,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 5)"
m4abeaut_c21,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 6)"
m4abeaut_c22,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 7)"
m4abeaut_c23,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 8)"
m4abeaut_c24,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 9)"
m4abeaut_c25,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 10)"
m4abeaut_c26,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 11)"
m4abeaut_c27,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 12)"
m4abeaut_c28,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 13)"
m4abeaut_c29,12130,"American Beauty (Avantime?) (MPU4) (ABC2, Czech, set 14)"
m4abeaut_c3,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 3)"
m4abeaut_c30,12130,"American Beauty (Avantime?) (MPU4) (M2C1, Czech, set 1)"
m4abeaut_c31,12130,"American Beauty (Avantime?) (MPU4) (M2C1, Czech, set 2)"
m4abeaut_c4,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 4)"
m4abeaut_c5,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 5)"
m4abeaut_c6,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 6)"
m4abeaut_c7,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 7)"
m4abeaut_c8,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 8)"
m4abeaut_c9,12130,"American Beauty (Avantime?) (MPU4) (ABC1, Czech, set 9)"
m4abeaut_i1,12130,"American Beauty (Avantime?) (MPU4) (A2I0, Israel, set 1)"
m4abeaut_i2,12130,"American Beauty (Avantime?) (MPU4) (A2I0, Israel, set 2)"
m4abeaut_k1,12130,"American Beauty (Avantime?) (MPU4) (A2K0, set 1)"
m4abeaut_k2,12130,"American Beauty (Avantime?) (MPU4) (A2K0, set 2)"
m4abeaut_l1,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 1)"
m4abeaut_l10,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 10)"
m4abeaut_l11,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 11)"
m4abeaut_l12,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 12)"
m4abeaut_l13,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 1)"
m4abeaut_l14,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 2)"
m4abeaut_l15,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 3)"
m4abeaut_l16,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 4)"
m4abeaut_l17,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 5)"
m4abeaut_l18,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 6)"
m4abeaut_l19,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 7)"
m4abeaut_l2,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 2)"
m4abeaut_l20,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 8)"
m4abeaut_l21,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 9)"
m4abeaut_l22,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 10)"
m4abeaut_l23,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 11)"
m4abeaut_l24,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 12)"
m4abeaut_l25,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 13)"
m4abeaut_l26,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 14)"
m4abeaut_l27,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 15)"
m4abeaut_l28,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 16)"
m4abeaut_l29,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 17)"
m4abeaut_l3,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 3)"
m4abeaut_l30,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 18)"
m4abeaut_l31,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 19)"
m4abeaut_l32,12130,"American Beauty (Avantime?) (MPU4) (A2L0, Latvia, set 20)"
m4abeaut_l33,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 1)"
m4abeaut_l34,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 2)"
m4abeaut_l35,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 3)"
m4abeaut_l36,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 4)"
m4abeaut_l37,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 5)"
m4abeaut_l38,12130,"American Beauty (Avantime?) (MPU4) (A3L0, Latvia, set 6)"
m4abeaut_l4,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 4)"
m4abeaut_l5,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 5)"
m4abeaut_l6,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 6)"
m4abeaut_l7,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 7)"
m4abeaut_l8,12130,"American Beauty (Avantime?) (MPU4) (ABL0, Latvia, set 8)"
