name,cloneOf,description
sminiboy,,Super Mini-Boy
smissw,,Super Miss World
smleague,37329,Super Major League (U 960108 V1.000)
smlg99,24138,World Series 99 / Super Major League 99
smman,,Six Million Dollar Man
smondial,,Mephisto Super Mondial (ver. A)
smondial2,,Mephisto Super Mondial II
smondialab,35717,Mephisto Super Mondial (ver. AB)
smondialb,35717,Mephisto Super Mondial (ver. B)
smooncrs,23496,"Super Moon Cresta (Gremlin, bootleg)"
smoto13,35724,Super Rider (v1.3)
smoto16,35724,"Super Moto (Italy, v1.6)"
smoto20,,"Super Rider (Italy, v2.0)"
smotor,,Super Motor (prototype)
sms,,Master System II
sms1,35726,Master System
sms1000,,SMS-1000
sms1br,35726,Master System (Brazil)
sms1kr,35726,Gam*Boy (Korea)
sms1krfm,35726,Gam*Boy (Korea) (FM)
sms1pal,35726,Master System (PAL)
sms1paln,35726,Master System (PAL-N)
sms2br,35726,Master System II (Brazil)
sms2paln,35726,Master System II (PAL-N)
sms4in1,,4-in-1 (version SWS1-052587)
sms4in1a,35736,4-in-1 (version SWS1-110984)
smsbr,35726,Master System III Compact (Brazil)
smshilo,,HI-LO Double Up Joker Poker
smsj,35726,Master System (Japan)
smsjoker,,Joker Poker With Hi-Lo Double-Up
smskr,35726,Gam*Boy II (Korea)
smspal,35726,Master System II (PAL)
smspaln,35726,Master System III Compact (PAL-N)
smssdisp,35726,Master System Store Display Unit
smssgame,,"Super Game (Sega Master System Multi-game bootleg, 01 Final Bubble Bobble)"
smssgamea,35746,"Super Game (Sega Master System Multi-game bootleg, 01 Tri Formation)"
smtma6,1352,"Show Me The Money (10001911, NSW/ACT)"
smtma6q,0,"Show Me The Money (10015711, Queensland)"
snake,,Snake Machine
snakepit,,Snake Pit
snakepita,35751,Snake Pit (9/14/84)
snakjack,,Snacks'n Jaxson
snapjack,,Snap Jack
snapper,,Snapper (Korea)
snapshot,1352,"Snap Shot (20115211, ASP)"
sncwgltd,0,Sonic Wings Limited (Japan)
snes,,Super Nintendo Entertainment System / Super Famicom (NTSC)
snes4sl,,SNES 4 Slot arcade switcher
snes4sln,,SNES 4 Slot arcade switcher (NBA Jam)
snespal,35758,Super Nintendo Entertainment System (PAL)
sngkace,28976,"Sengoku Ace (Japan, set 1)"
sngkacea,28976,"Sengoku Ace (Japan, set 2)"
snlad,,Snake &amp; Ladders
snmath,,"Speak &amp; Math (US, 1980 version)"
snmatha,35765,"Speak &amp; Math (US, 1984 version)"
snmathp,35765,"Speak &amp; Math (US, patent)"
snomi286,11047,Mini 286
snookr10,,Snooker 10 (Ver 1.11)
snotec,,Super Note Club (Japan)
snotecex,,Super Note Club EX (Japan)
snotecu,,Super Note Club µ (Japan)
snotecug,35772,Super Note Club µ girlish (Japan)
snowboar,,Snow Board Championship (Version 2.1)
snowboara,35774,Snow Board Championship (Version 2.0)
snowbro2,,Snow Bros. 2 - With New Elves / Otenki Paradise (Hanafram)
snowbro2b,35776,"Snow Bros. 2 - With New Elves / Otenki Paradise (bootleg, set 1)"
snowbro2b2,35776,"Snow Bros. 2 - With New Elves / Otenki Paradise (bootleg, set 2)"
snowbro2b3,35776,"Snow Bros. 2 - With New Elves / Otenki Paradise (bootleg, set 3)"
snowbro2ny,35776,Snow Bros. 2 - With New Elves / Otenki Paradise (Nyanko)
snowbro3,,Snow Brothers 3 - Magical Adventure
snowbros,,Snow Bros. - Nick &amp; Tom (set 1)
snowbrosa,35782,Snow Bros. - Nick &amp; Tom (set 2)
snowbrosb,35782,Snow Bros. - Nick &amp; Tom (set 3)
snowbrosc,35782,Snow Bros. - Nick &amp; Tom (set 4)
snowbrosd,35782,Snow Bros. - Nick &amp; Tom (Dooyong license)
snowbrosj,35782,Snow Bros. - Nick &amp; Tom (Japan)
snowbroswb,35782,Snow Bros. - Nick &amp; Tom (The Winter Bobble hardware bootleg)
snowbwar,,Snowball War - WakuWaku Yukigassen
snowcat,1351,"Snow Cat (0100405V, NSW/ACT)"
snread,,Speak &amp; Read (US)
snspares,,Strikes n' Spares (rev.6)
snspares1,35792,Strikes n' Spares (rev.1)
snspares2,35792,Strikes n' Spares (rev.2)
snspell,,"Speak &amp; Spell (US, 1980 version)"
snspellc,,"Speak &amp; Spell Compact (US, 1982 version)"
snspellca,35796,"Speak &amp; Spell Compact (US, 1981 version)"
snspellfr,35795,La Dictée Magique (France)
snspellit,35795,Grillo Parlante (Italy)
snspelljp,35795,Speak &amp; Spell (Japan)
snspellp,35795,"Speak &amp; Spell (US, patent)"
snspellsp,35795,"Speak &amp; Spell (Spanish, prototype)"
snspellua,35795,"Speak &amp; Spell (US, 1978 version)"
snspellub,35795,"Speak &amp; Spell (US, 1981 version)"
snspelluk,35795,"Speak &amp; Spell (UK, 1978 version)"
snspelluka,35795,"Speak &amp; Spell (UK, 1981 version)"
snwrite,35796,Speak &amp; Write (UK)
so025d2,11047,025D2
so025k2,11047,025K2
so025r2,11047,025R2
so30h,,30H
so4saw2,,SY-4SAW2
socbrawl,24307,Soccer Brawl (NGM-031)
socbrawlh,0,Soccer Brawl (NGH-031)
soccer,,Atari Soccer
soccer10,,Soccer 10 (ver. 16.44)
soccernw,,Soccer New (Italian)
soccerss,13724,Soccer Superstars (ver EAC)
soccerssa,0,Soccer Superstars (ver AAA)
soccerssj,0,Soccer Superstars (ver JAC)
soccerssja,0,Soccer Superstars (ver JAA)
soccerssu,0,Soccer Superstars (ver UAC)
soccrrmt,,Soccer (Ramtek)
socrates,,Socrates Educational Video System
socratfc,35824,Socrates SAITOUT
socrking,,Soccer Kings
socrkinga,35826,Soccer Kings (alternate set)
socrkingb,35826,Soccer Kings (alternate set 2)
socrkingg,35826,Soccer Kings (German speech)
socrkingi,35826,Soccer Kings (Italian speech)
softbox,,SoftBox
sogeki,0,Sogeki (ver JAA)
sokonuke,,Sokonuke Taisen Game (Japan)
sokyugrt,37329,Soukyugurentai / Terra Diver (JUET 960821 V1.000)
sol20,,Sol-20 Terminal Computer
solar_l2,,Solar Fire (L-2)
solarfox,,Solar Fox (upright)
solargm,,Solar Games 80-in-1 (PAL)
solaride,9995,Solar Ride
solarq,,Solar Quest (rev 10 8 81)
solarwap,,Solar Wars (Sonic)
solarwar,,Solar War
soldam,,Soldam
soldamj,35843,Soldam (Japan)
soldivid,,Sol Divide - The Sword Of Darkness
soldividk,35845,Sol Divide - The Sword Of Darkness (Korea)
solfight,24992,Solar Fight (bootleg of Ozma Wars)
solfigtr,,Solitary Fighter (World)
solitaire,,Solitaire (version 2.5)
solomon,,Solomon's Key (US)
solomonj,35850,Solomon no Kagi (Japan)
solrwarr,41222,Solar-Warrior (US)
sols5e,,Series 5E Computer Workstation
solution,,The Solution
solvalou,,"Solvalou (SV1, Japan)"
sonic,,"SegaSonic The Hedgehog (Japan, rev. C)"
sonic2mb,,Sonic The Hedgehog 2 (bootleg of Mega Drive version)
sonic3mb,,Sonic The Hedgehog 3 (bootleg of Mega Drive version)
sonicbom,,Sonic Boom (FD1094 317-0053)
sonicbomd,35859,Sonic Boom (bootleg of FD1094 317-0053 set)
soniccar,,Waku Waku Sonic Patrol Car
sonicfgt,,SegaSonic Cosmo Fighter (World)
sonicfgtj,35862,SegaSonic Cosmo Fighter (Japan)
sonicp,35856,"SegaSonic The Hedgehog (Japan, prototype)"
sonicpop,,SegaSonic Popcorn Shop (Rev B)
sonicwi,747,Sonic Wings (Japan)
sonicwi2,24307,Aero Fighters 2 / Sonic Wings 2
sonicwi3,24307,Aero Fighters 3 / Sonic Wings 3
sonikfig,,"Sonik Fighter (version 02, encrypted)"
sonofphx,28314,Son of Phoenix (bootleg of Repulse)
sonoth,,Something For Nothing (Russian)
sonson,,Son Son
sonsonj,35872,Son Son (Japan)
sonstwar,,"Star Wars (Sonic, set 1)"
sonstwr2,35874,"Star Wars (Sonic, set 2)"
sopranof,35892,"The Sopranos (CPU 5.00, display F5.00, France)"
sopranof_107,35892,"The Sopranos (CPU 1.07, display F1.00, France)"
sopranof_300,35892,"The Sopranos (CPU 3.00, display F3.00, France)"
sopranof_400,35892,"The Sopranos (CPU 4.00, display F4.00, France)"
sopranog,35892,"The Sopranos (CPU 5.00, display G5.00, Germany)"
sopranog_107,35892,"The Sopranos (CPU 1.07, display G1.00, Germany)"
sopranog_300,35892,"The Sopranos (CPU 3.00, display G3.00, Germany)"
sopranog_400,35892,"The Sopranos (CPU 4.00, display G4.00, Germany)"
sopranoi,35892,"The Sopranos (CPU 5.00, display I5.00, Italy)"
sopranoi_107,35892,"The Sopranos (CPU 1.07, display I1.00, Italy)"
sopranoi_300,35892,"The Sopranos (CPU 3.00, display I3.00, Italy)"
sopranoi_400,35892,"The Sopranos (CPU 4.00, display I4.00, Italy)"
sopranol,35892,"The Sopranos (CPU 5.00, display L5.00, Spain)"
sopranol_107,35892,"The Sopranos (CPU 1.07, display L1.00, Spain)"
sopranol_300,35892,"The Sopranos (CPU 3.00, display L3.00, Spain)"
sopranol_400,35892,"The Sopranos (CPU 4.00, display L4.00, Spain)"
sopranos,,"The Sopranos (CPU 5.00, display A5.00)"
sopranos_204,35892,"The Sopranos (CPU 2.04, display A2.00)"
sopranos_300,35892,"The Sopranos (CPU 3.00, display A3.00)"
sopranos_400,35892,"The Sopranos (CPU 4.00, display A4.00)"
sorbit,,Super Orbit
sorcerer,,Sorcerer
sorcerer2,35897,Sorcerer 2
sorcerera,35897,Sorcerer (with Dreamdisk fdc)
sorcererb,35897,Sorcerer (with Digitrio fdc)
sorcererd,35897,Sorcerer (with Micropolis fdc)
sorcr_l1,35903,Sorcerer (L-1)
sorcr_l2,,Sorcerer (L-2)
sos,,SOS Game
sosterm,,S.O.S.
sothello,,Super Othello
sotsugyo,,Sotsugyo Shousho (Japan)
sotsugyok,35907,Jor-eop Jeungmyeongseo (Korea)
soukobdx,2846,"Souko Ban Deluxe (Japan, SB1)"
soulcl2a,0,Soul Calibur II (SC22 Ver. A)
soulcl2b,0,Soul Calibur II (SC21 Ver. A)
soulcl2w,0,Soul Calibur II (SC23 world version)
soulclb2,37692,Soul Calibur II (SC23 Ver. A)
soulclb3,37692,"Soul Calibur III: Arcade Edition (SC31001-NA-A key, NA-B disc)"
soulclb3a,0,"Soul Calibur III: Arcade Edition (SC31002-NA-A key, NA-B disc)"
soulclb3b,0,"Soul Calibur III: Arcade Edition (SC31002-NA-A key, NA-A disc)"
soulclbr,,"Soul Calibur (World, SOC12/VER.A2)"
soulclbrab,35917,"Soul Calibur (Asia, SOC14/VER.B)"
soulclbrac,35917,"Soul Calibur (Asia, SOC14/VER.C)"
soulclbrja2,35917,"Soul Calibur (Japan, SOC11/VER.A2)"
soulclbrjb,35917,"Soul Calibur (Japan, SOC11/VER.B)"
soulclbrjc,35917,"Soul Calibur (Japan, SOC11/VER.C)"
soulclbrub,35917,"Soul Calibur (US, SOC13/VER.B)"
soulclbruc,35917,"Soul Calibur (US, SOC13/VER.C)"
souledge,,"Soul Edge Ver. II (Asia, SO4/VER.C)"
souledgea,35925,"Soul Edge (World, SO2/VER.A)"
souledgeja,35925,"Soul Edge (Japan, SO1/VER.A)"
souledgeua,35925,"Soul Edge (US, SO3/VER.A)"
souledgeuc,35925,"Soul Edge Ver. II (US, SO3/VER.C)"
soulsurf,24139,Soul Surfer (Rev A)
soundic,11280,Soundic MPT-03
soutenry,4070,Soutenryu (V2.07J 2000/12/14 11:13:02)
sp3e8bit,,ZX Spectrum +3e 8bit IDE
sp3eata,,ZX Spectrum +3e 8bit ZXATASP
sp3ezcf,,ZX Spectrum +3e 8bit ZXCF
sp_atw,,Around The World In Eighty Days (Crystal) (sp.ACE?)
sp_beau,,Beau Peep (Ace) (sp.ACE) (set 1)
sp_beau2,,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 1)
sp_beau2a,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 2)
sp_beau2b,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 3)
sp_beau2c,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 4)
sp_beau2d,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 5)
sp_beau2e,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 6)
sp_beau2f,35938,Further Adventures Of Beau Peep (Ace) (sp.ACE) (set 7)
sp_beaua,35937,Beau Peep (Ace) (sp.ACE) (set 2)
sp_beaub,35937,Beau Peep (Ace) (sp.ACE) (set 3)
sp_beauc,35937,Beau Peep (Ace) (sp.ACE) (set 4)
sp_beaud,35937,Beau Peep (Ace) (sp.ACE) (set 5)
sp_beaue,35937,Beau Peep (Ace) (sp.ACE) (set 6)
sp_beauf,35937,Beau Peep (Ace) (sp.ACE) (set 7)
sp_beaug,35937,Beau Peep (Ace) (sp.ACE) (set 8)
sp_beauh,35937,Beau Peep (Ace) (sp.ACE) (set 9)
sp_bigbd,,Big Break Deluxe Club (Ace) (sp.ACE) (set 1)
sp_bigbda,35953,Big Break Deluxe Club (Ace) (sp.ACE) (set 2)
sp_brkbk,,Break The Bank (Ace) (sp.ACE) (set 1)
sp_brkbka,35955,Break The Bank (Ace) (sp.ACE) (set 2)
sp_brkbkb,35955,Break The Bank (Ace) (sp.ACE) (set 3)
sp_brkbkc,35955,Break The Bank (Ace) (sp.ACE) (set 4)
sp_brkbkd,35955,Break The Bank (Ace) (sp.ACE) (set 5)
sp_camel,,Camelot (Ace) (sp.ACE) (set 1)
sp_camela,35960,Camelot (Ace) (sp.ACE) (set 2)
sp_camelb,35960,Camelot (Ace) (sp.ACE) (set 3)
sp_camelc,35960,Camelot (Ace) (sp.ACE) (set 4)
sp_cameld,35960,Camelot (Ace) (sp.ACE) (set 5)
sp_camele,35960,Camelot (Ace) (sp.ACE) (set 6)
sp_camelf,35960,Camelot (Ace) (sp.ACE) (set 7)
sp_camelg,35960,Camelot (Ace) (sp.ACE) (set 8)
sp_camelh,35960,Camelot (Ace) (sp.ACE) (set 9)
sp_cameli,35960,Camelot (Ace) (sp.ACE) (set 10)
sp_camelj,35960,Camelot (Ace) (sp.ACE) (set 11)
sp_camelk,35960,Camelot (Ace) (sp.ACE) (set 12)
sp_camell,35960,Camelot (Ace) (sp.ACE) (set 13)
sp_camelm,35960,Camelot (Ace) (sp.ACE) (set 14)
sp_cameln,35960,Camelot (Ace) (sp.ACE) (set 15)
sp_camelo,35960,Camelot (Ace) (sp.ACE) (set 16)
sp_carry,,Carry On (Pcp) (sp.ACE) (set 1)
sp_carrya,35976,Carry On (Pcp) (sp.ACE) (set 2)
sp_cbowl,,Cash Bowl (Ace) (sp.ACE) (set 1)
sp_cbowla,35978,Cash Bowl (Ace) (sp.ACE) (set 2)
sp_cbowlb,35978,Cash Bowl (Ace) (sp.ACE) (set 3)
sp_cbowlc,35978,Cash Bowl (Ace) (sp.ACE) (set 4)
sp_cbowld,35978,Cash Bowl (Ace) (sp.ACE) (set 5)
sp_cbowle,35978,Cash Bowl (Ace) (sp.ACE) (set 6)
sp_cbowlf,35978,Cash Bowl (Ace) (sp.ACE) (set 7)
sp_cbowlg,35978,Cash Bowl (Ace) (sp.ACE) (set 8)
sp_cbowlh,35978,Cash Bowl (Ace) (sp.ACE) (set 9)
sp_cbowli,35978,Cash Bowl (Ace) (sp.ACE) (set 10)
sp_cbowlj,35978,Cash Bowl (Ace) (sp.ACE) (set 11)
sp_cbowlk,35978,Cash Bowl (Ace) (sp.ACE) (set 12)
sp_cbowll,35978,Cash Bowl (Ace) (sp.ACE) (set 13)
sp_cbowlm,35978,Cash Bowl (Ace) (sp.ACE) (set 14)
sp_cbowln,35978,Cash Bowl (Ace) (sp.ACE) (set 15)
sp_cbowlo,35978,Cash Bowl (Ace) (sp.ACE) (set 16)
sp_cbowlp,35978,Cash Bowl (Ace) (sp.ACE) (set 17)
sp_cbowlq,35978,Cash Bowl (Ace) (sp.ACE) (set 18)
sp_cbowlr,35978,Cash Bowl (Ace) (sp.ACE) (set 19)
sp_cbowls,35978,Cash Bowl (Ace) (sp.ACE) (set 20)
sp_cbowlt,35978,Cash Bowl (Ace) (sp.ACE) (set 21)
sp_cbowlu,35978,Cash Bowl (Ace) (sp.ACE) (set 22)
sp_clbna,,Club National (Ace) (sp.ACE) (set 1)
sp_clbnaa,36000,Club National (Ace) (sp.ACE) (set 2)
sp_coder,,Code Red (Ace) (sp.ACE) (set 1)
sp_codera,36002,Code Red (Ace) (sp.ACE) (set 2)
sp_coderb,36002,Code Red (Ace) (sp.ACE) (set 3)
sp_coderc,36002,Code Red (Ace) (sp.ACE) (set 4)
sp_coderd,36002,Code Red (Ace) (sp.ACE) (set 5)
sp_codere,36002,Code Red (Ace) (sp.ACE) (set 6)
sp_coderf,36002,Code Red (Ace) (sp.ACE) (set 7)
sp_coderg,36002,Code Red (Ace) (sp.ACE) (set 8)
sp_cpal,,Caesars Palace (Ace) (sp.ACE?)
sp_crime,,Crime Watch (Ace) (sp.ACE) (set 1)
sp_crimea,36011,Crime Watch (Ace) (sp.ACE) (set 2)
sp_crimeb,36011,Crime Watch (Ace) (sp.ACE) (set 3)
sp_crimec,36011,Crime Watch (Ace) (sp.ACE) (set 4)
sp_crimed,36011,Crime Watch (Ace) (sp.ACE) (set 5)
sp_crimee,36011,Crime Watch (Ace) (sp.ACE) (set 6)
sp_crimef,36011,Crime Watch (Ace) (sp.ACE) (set 7)
sp_crimeg,36011,Crime Watch (Ace) (sp.ACE) (set 8)
sp_crimeh,36011,Crime Watch (Ace) (sp.ACE) (set 9)
sp_criss,,Criss Cross Cash (Ace) (sp.ACE) (set 1)
sp_crissa,36020,Criss Cross Cash (Ace) (sp.ACE) (set 2)
sp_crissb,36020,Criss Cross Cash (Ace) (sp.ACE) (set 3)
sp_crissc,36020,Criss Cross Cash (Ace) (sp.ACE) (set 4)
sp_crissd,36020,Criss Cross Cash (Ace) (sp.ACE) (set 5)
sp_crisse,36020,Criss Cross Cash (Ace) (sp.ACE) (set 6)
sp_crissf,36020,Criss Cross Cash (Ace) (sp.ACE) (set 7)
sp_crissg,36020,Criss Cross Cash (Ace) (sp.ACE) (set 8)
sp_crun,,Cash Run (Crystal) (sp.ACE?) (set 1)
sp_cruna,36028,Cash Run (Crystal) (sp.ACE?) (set 2)
sp_crunb,36028,Cash Run (Crystal) (sp.ACE?) (set 3)
sp_daytr,,Daytripper (Ace) (sp.ACE) (set 1)
sp_daytra,36031,Daytripper (Ace) (sp.ACE) (set 2)
sp_daytrb,36031,Daytripper (Ace) (sp.ACE) (set 3)
sp_daytrc,36031,Daytripper (Ace) (sp.ACE) (set 4)
sp_donky,,Donkey Derby (Ace) (sp.ACE) (set 1)
sp_donkya,36035,Donkey Derby (Ace) (sp.ACE) (set 2)
sp_donkyb,36035,Donkey Derby (Ace) (sp.ACE) (set 3)
sp_donkyc,36035,Donkey Derby (Ace) (sp.ACE) (set 4)
sp_donkyd,36035,Donkey Derby (Ace) (sp.ACE) (set 5)
sp_donkye,36035,Donkey Derby (Ace) (sp.ACE) (set 6)
sp_donkyf,36035,Donkey Derby (Ace) (sp.ACE) (set 7)
sp_donkyg,36035,Donkey Derby (Ace) (sp.ACE) (set 8)
sp_dyour,,Double Your Money (Ace) (sp.ACE)
sp_emmrd,,Emmerdale (Ace) (sp.ACE) (set 1)
sp_emmrda,36044,Emmerdale (Ace) (sp.ACE) (set 2)
sp_emmrdb,36044,Emmerdale (Ace) (sp.ACE) (set 3)
sp_emmrdc,36044,Emmerdale (Ace) (sp.ACE) (set 4)
sp_emmrdd,36044,Emmerdale (Ace) (sp.ACE) (set 5)
sp_emmrde,36044,Emmerdale (Ace) (sp.ACE) (set 6)
sp_emmrdf,36044,Emmerdale (Ace) (sp.ACE) (set 7)
sp_emmrdg,36044,Emmerdale (Ace) (sp.ACE) (set 8)
sp_emmrdh,36044,Emmerdale (Ace) (sp.ACE) (set 9)
sp_emmrdi,36044,Emmerdale (Ace) (sp.ACE) (set 10)
sp_emmrdj,36044,Emmerdale (Ace) (sp.ACE) (set 11)
sp_emmrdk,36044,Emmerdale (Ace) (sp.ACE) (set 12)
sp_emmrdn,36044,Emmerdale (Ace) (sp.ACE) (set 15)
sp_emmrdo,36044,Emmerdale (Ace) (sp.ACE) (set 16)
sp_festi,,Festival (Spanish) (Ace) (sp.ACE)
sp_five,,Fiver Fever (Crystal) (sp.ACE?) (set 1)
sp_fivea,36059,Fiver Fever (Crystal) (sp.ACE?) (set 2)
sp_front,,Final Frontier (Bwb) (sp.ACE)
sp_ghost,,Ghost Trapper (Ace) (sp.ACE) (set 1)
sp_ghosta,36062,Ghost Trapper (Ace) (sp.ACE) (set 2)
sp_ghostb,36062,Ghost Trapper (Ace) (sp.ACE) (set 3)
sp_ghostc,36062,Ghost Trapper (Ace) (sp.ACE) (set 4)
sp_ghostd,36062,Ghost Trapper (Ace) (sp.ACE) (set 5)
sp_ghoste,36062,Ghost Trapper (Ace) (sp.ACE) (set 6)
sp_ghostf,36062,Ghost Trapper (Ace) (sp.ACE) (set 7)
sp_ghostg,36062,Ghost Trapper (Ace) (sp.ACE) (set 8)
sp_ghosth,36062,Ghost Trapper (Ace) (sp.ACE) (set 9)
sp_ghosti,36062,Ghost Trapper (Ace) (sp.ACE) (set 10)
sp_ghostj,36062,Ghost Trapper (Ace) (sp.ACE) (set 11)
sp_ghostk,36062,Ghost Trapper (Ace) (sp.ACE) (set 12)
sp_ghostl,36062,Ghost Trapper (Ace) (sp.ACE) (set 13)
sp_ghostm,36062,Ghost Trapper (Ace) (sp.ACE) (set 14)
sp_ghostn,36062,Ghost Trapper (Ace) (sp.ACE) (set 15)
sp_ghosto,36062,Ghost Trapper (Ace) (sp.ACE) (set 16)
sp_ghostp,36062,Ghost Trapper (Ace) (sp.ACE) (set 17)
sp_ghostq,36062,Ghost Trapper (Ace) (sp.ACE) (set 18)
sp_ghostr,36062,Ghost Trapper (Ace) (sp.ACE) (set 19)
sp_ghosts,36062,Ghost Trapper (Ace) (sp.ACE) (set 20)
sp_globe,,Globe Trotter (Ace) (sp.ACE) (set 1)
sp_globea,36082,Globe Trotter (Ace) (sp.ACE) (set 2)
sp_globeb,36082,Globe Trotter (Ace) (sp.ACE) (set 3)
sp_globec,36082,Globe Trotter (Ace) (sp.ACE) (set 4)
sp_globed,36082,Globe Trotter (Ace) (sp.ACE) (set 5)
sp_globee,36082,Globe Trotter (Ace) (sp.ACE) (set 6)
sp_globef,36082,Globe Trotter (Ace) (sp.ACE) (set 7)
sp_globeg,36082,Globe Trotter (Ace) (sp.ACE) (set 8)
sp_gnat,,Grand National (Ace) (sp.ACE) (set 1)
sp_gnata,36090,Grand National (Ace) (sp.ACE) (set 2)
sp_gnatb,36090,Grand National (Ace) (sp.ACE) (set 3)
sp_gnatc,36090,Grand National (Ace) (sp.ACE) (set 4)
sp_gnatd,36090,Grand National (Ace) (sp.ACE) (set 5)
sp_gnate,36090,Grand National (Ace) (sp.ACE) (set 6)
sp_gnatf,36090,Grand National (Ace) (sp.ACE) (set 7)
sp_gnatg,36090,Grand National (Ace) (sp.ACE) (set 8)
sp_gnath,36090,Grand National (Ace) (sp.ACE) (set 9)
sp_gnati,36090,Grand National (Ace) (sp.ACE) (set 10)
sp_gnatj,36090,Grand National (Ace) (sp.ACE) (set 11)
sp_gnatk,36090,Grand National (Ace) (sp.ACE) (set 12)
sp_gnatl,36090,Grand National (Ace) (sp.ACE) (set 13)
sp_gnatm,36090,Grand National (Ace) (sp.ACE) (set 14)
sp_gnatn,36090,Grand National (Ace) (sp.ACE) (set 15)
sp_gnato,36090,Grand National (Ace) (sp.ACE) (set 16)
sp_gol,,Gol (Spanish) (Ace) (sp.ACE)
sp_golda,,Golden Arrow Club (Ace) (sp.ACE) (set 1)
sp_goldaa,36107,Golden Arrow Club (Ace) (sp.ACE) (set 2)
sp_goldm,,Golden Mile (Ace) (sp.ACE) (set 1)
sp_goldm0,36109,Golden Mile (Ace) (sp.ACE) (set 28)
sp_goldm1,36109,Golden Mile (Ace) (sp.ACE) (set 29)
sp_goldm2,36109,Golden Mile (Ace) (sp.ACE) (set 30)
sp_goldm3,36109,Golden Mile (Ace) (sp.ACE) (set 31)
sp_goldma,36109,Golden Mile (Ace) (sp.ACE) (set 2)
sp_goldmb,36109,Golden Mile (Ace) (sp.ACE) (set 3)
sp_goldmc,36109,Golden Mile (Ace) (sp.ACE) (set 4)
sp_goldmd,36109,Golden Mile (Ace) (sp.ACE) (set 5)
sp_goldme,36109,Golden Mile (Ace) (sp.ACE) (set 6)
sp_goldmf,36109,Golden Mile (Ace) (sp.ACE) (set 7)
sp_goldmg,36109,Golden Mile (Ace) (sp.ACE) (set 8)
sp_goldmh,36109,Golden Mile (Ace) (sp.ACE) (set 9)
sp_goldmi,36109,Golden Mile (Ace) (sp.ACE) (set 10)
sp_goldmj,36109,Golden Mile (Ace) (sp.ACE) (set 11)
sp_goldmk,36109,Golden Mile (Ace) (sp.ACE) (set 12)
sp_goldml,36109,Golden Mile (Ace) (sp.ACE) (set 13)
sp_goldmm,36109,Golden Mile (Ace) (sp.ACE) (set 14)
sp_goldmn,36109,Golden Mile (Ace) (sp.ACE) (set 15)
sp_goldmo,36109,Golden Mile (Ace) (sp.ACE) (set 16)
sp_goldmp,36109,Golden Mile (Ace) (sp.ACE) (set 17)
sp_goldmq,36109,Golden Mile (Ace) (sp.ACE) (set 18)
sp_goldmr,36109,Golden Mile (Ace) (sp.ACE) (set 19)
sp_goldms,36109,Golden Mile (Ace) (sp.ACE) (set 20)
sp_goldmt,36109,Golden Mile (Ace) (sp.ACE) (set 21)
sp_goldmu,36109,Golden Mile (Ace) (sp.ACE) (set 22)
sp_goldmv,36109,Golden Mile (Ace) (sp.ACE) (set 23)
sp_goldmw,36109,Golden Mile (Ace) (sp.ACE) (set 24)
sp_goldmx,36109,Golden Mile (Ace) (sp.ACE) (set 25)
sp_goldmy,36109,Golden Mile (Ace) (sp.ACE) (set 26)
sp_goldmz,36109,Golden Mile (Ace) (sp.ACE) (set 27)
sp_golds,,Golden Streak (Ace) (sp.ACE) (set 1)
sp_goldsa,36140,Golden Streak (Ace) (sp.ACE) (set 2)
sp_goldsb,36140,Golden Streak (Ace) (sp.ACE) (set 3)
sp_goldsc,36140,Golden Streak (Ace) (sp.ACE) (set 4)
sp_goldsd,36140,Golden Streak (Ace) (sp.ACE) (set 5)
sp_goldse,36140,Golden Streak (Ace) (sp.ACE) (set 6)
sp_goldsf,36140,Golden Streak (Ace) (sp.ACE) (set 7)
sp_goldsg,36140,Golden Streak (Ace) (sp.ACE) (set 8)
sp_goldsh,36140,Golden Streak (Ace) (sp.ACE) (set 9)
sp_goldt,,Golden Streak (Golden Touch) (Ace) (sp.ACE)
sp_gprix,,Grand Prix (Ace) (sp.ACE) (set 1)
sp_gprixa,36150,Grand Prix (Ace) (sp.ACE) (set 2)
sp_gprixb,36150,Grand Prix (Ace) (sp.ACE) (set 3)
sp_gprixc,36150,Grand Prix (Ace) (sp.ACE) (set 4)
sp_gprixd,36150,Grand Prix (Ace) (sp.ACE) (set 5)
sp_gprixe,36150,Grand Prix (Ace) (sp.ACE) (set 6)
sp_gprixf,36150,Grand Prix (Ace) (sp.ACE) (set 7)
sp_gprixg,36150,Grand Prix (Ace) (sp.ACE) (set 8)
sp_gprixh,36150,Grand Prix (Ace) (sp.ACE) (set 9)
sp_here,,Here We Go (Ace) (sp.ACE) (set 1)
sp_herea,36159,Here We Go (Ace) (sp.ACE) (set 2)
sp_hereb,36159,Here We Go (Ace) (sp.ACE) (set 3)
sp_herec,36159,Here We Go (Ace) (sp.ACE) (set 4)
sp_hered,36159,Here We Go (Ace) (sp.ACE) (set 5)
sp_heree,36159,Here We Go (Ace) (sp.ACE) (set 6)
