name,cloneOf,description
dkngjnrb,688,Donkey Kong Junior (bootleg[Q])
dkong3,,Donkey Kong 3 (US)
dkong3j,693,Donkey Kong 3 (Japan)
dkong3b,693,Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware)
mario,,"Mario Bros. (US, Revision G)"
marioe,696,"Mario Bros. (US, Revision E)"
mariof,696,"Mario Bros. (US, Revision F)"
marioj,696,"Mario Bros. (Japan, Revision C)"
masao,696,Masao
pestplce,696,Pest Place
spclforc,,Special Forces
spcfrcii,,Special Forces II
8ballact,,Eight Ball Action (DK conversion)
8ballat2,704,Eight Ball Action (DKJr conversion)
shootgal,,Shooting Gallery
drakton,,Drakton
strtheat,,Street Heat - Cardinal Amusements
hunchbkd,940,Hunchback (DK conversion)
sbdk,941,Super Bike (DK conversion)
herbiedk,943,Herbie at the Olympics (DK conversion)
herodk,942,Hero in the Castle of Doom (DK conversion)
herodku,942,Hero in the Castle of Doom (DK conversion not encrypted)
skyskipr,,Sky Skipper
popeye,,Popeye (revision D)
popeyeu,715,Popeye (revision D not protected)
popeyef,715,Popeye (revision F)
popeyebl,715,Popeye (bootleg)
punchout,,Punch-Out!!
spnchout,,Super Punch-Out!!
spnchotj,720,Super Punch-Out!! (Japan)
armwrest,,Arm Wrestling
pc_tenis,,PlayChoice-10 - Tennis
pc_mario,,PlayChoice-10 - Mario Bros.
pc_bball,,PlayChoice-10 - Baseball
pc_bfght,,PlayChoice-10 - Balloon Fight
pc_ebike,,PlayChoice-10 - Excite Bike
pc_golf,,PlayChoice-10 - Golf
pc_kngfu,,PlayChoice-10 - Kung Fu
pc_1942,,PlayChoice-10 - 1942
pc_smb,,PlayChoice-10 - Super Mario Bros.
pc_vball,,PlayChoice-10 - Volley Ball
pc_duckh,,PlayChoice-10 - Duck Hunt
pc_hgaly,,PlayChoice-10 - Hogan's Alley
pc_wgnmn,,PlayChoice-10 - Wild Gunman
pc_grdus,,PlayChoice-10 - Gradius
pc_grdue,736,PlayChoice-10 - Gradius (older)
pc_tkfld,,PlayChoice-10 - Track and Field
pc_pwrst,,PlayChoice-10 - Pro Wrestling
pc_trjan,,PlayChoice-10 - Trojan
pc_cvnia,,PlayChoice-10 - Castlevania
pc_dbldr,,PlayChoice-10 - Double Dribble
pc_rnatk,,PlayChoice-10 - Rush N' Attack
pc_rygar,,PlayChoice-10 - Rygar
pc_cntra,,PlayChoice-10 - Contra
pc_goons,,PlayChoice-10 - The Goonies
pc_mtoid,,PlayChoice-10 - Metroid
pc_radrc,,PlayChoice-10 - Rad Racer
pc_miket,,PlayChoice-10 - Mike Tyson's Punchout
pc_rcpam,,PlayChoice-10 - RC Pro Am
pc_ngaid,,PlayChoice-10 - Ninja Gaiden
pc_tmnt,,PlayChoice-10 - Teenage Mutant Ninja Turtles
pc_ftqst,,PlayChoice-10 - Uncle Fester's Quest - The Addams Family
pc_bstar,,PlayChoice-10 - Baseball Stars
pc_tbowl,,PlayChoice-10 - Tecmo Bowl
pc_drmro,,PlayChoice-10 - Dr. Mario
pc_ynoid,,PlayChoice-10 - Yo! Noid
pc_rrngr,,PlayChoice-10 - Chip'n Dale - Rescue Rangers
pc_ddrgn,,PlayChoice-10 - Double Dragon
pc_gntlt,,PlayChoice-10 - Gauntlet
pc_smb2,,PlayChoice-10 - Super Mario Bros. 2
pc_smb3,,PlayChoice-10 - Super Mario Bros. 3
pc_mman3,,PlayChoice-10 - Mega Man 3
pc_radr2,,PlayChoice-10 - Rad Racer II
pc_suprc,,PlayChoice-10 - Super C
pc_tmnt2,,PlayChoice-10 - Teenage Mutant Ninja Turtles II
pc_wcup,,PlayChoice-10 - Nintendo World Cup
pc_ngai2,,PlayChoice-10 - Ninja Gaiden 2
pc_ngai3,,PlayChoice-10 - Ninja Gaiden 3
pc_pwbld,,PlayChoice-10 - Power Blade
pc_rkats,,PlayChoice-10 - Rockin' Kats
pc_pinbt,,PlayChoice-10 - PinBot
pc_cshwk,,PlayChoice-10 - Captain Sky Hawk
pc_sjetm,,PlayChoice-10 - Solar Jetman
pc_moglf,,PlayChoice-10 - Mario's Open Golf
btlecity,,Vs. Battle City
starlstr,,Vs. Star Luster
cstlevna,,Vs. Castlevania
cluclu,,Vs. Clu Clu Land
drmario,,Vs. Dr. Mario
duckhunt,,Vs. Duck Hunt
excitebk,,Vs. Excitebike
excitbkj,782,Vs. Excitebike (Japan)
goonies,,Vs. The Goonies
hogalley,,Vs. Hogan's Alley
iceclimb,,Vs. Ice Climber
iceclmbj,786,Vs. Ice Climber (Japan)
ladygolf,,Vs. Stroke and Match Golf (Ladies Version)
machridr,,Vs. Mach Rider (Endurance Course Version)
machridj,789,"Vs. Mach Rider (Japan, Fighting Course Version)"
rbibb,,Vs. Atari R.B.I. Baseball (set 1)
rbibba,791,Vs. Atari R.B.I. Baseball (set 2)
suprmrio,,Vs. Super Mario Bros.
vsskykid,,Vs. Super SkyKid
tkoboxng,,Vs. TKO Boxing
smgolf,,Vs. Stroke and Match Golf (Men Version)
smgolfj,796,Vs. Stroke and Match Golf (Men Version) (Japan)
vspinbal,,Vs. Pinball
vspinblj,798,Vs. Pinball (Japan)
vsslalom,,Vs. Slalom
vssoccer,,Vs. Soccer
vsgradus,,Vs. Gradius
platoon,,Vs. Platoon
vstetris,,Vs. Tetris
mightybj,,Vs. Mighty Bomb Jack (Japan)
jajamaru,,Vs. Ninja Jajamaru Kun (Japan)
topgun,,Vs. Top Gun
bnglngby,,Vs. Raid on Bungeling Bay (Japan)
vstennis,,Vs. Tennis
wrecking,,Vs. Wrecking Crew
balonfgt,,Vs. Balloon Fight
vsmahjng,,Vs. Mahjang (Japan)
vsbball,,Vs. BaseBall
vsbballj,813,Vs. BaseBall (Japan set 1)
vsbbalja,813,Vs. BaseBall (Japan set 2)
iceclmrj,,Vs. Ice Climber Dual (Japan)
vsgshoe,,Vs. Gumshoe
supxevs,,Vs. Super Xevious
vsfdf,,Vs. Freedom Force
smgolfb,796,Vs. Stroke and Match Golf (Men set 2)
vsbbaljb,813,Vs. BaseBall (Japan set 3)
nss_ssoc,,Nintendo Super System - Super Soccer
nss_actr,,Nintendo Super System - Act Raiser
nss_con3,,Nintendo Super System - Contra 3 - The Alien Wars
nss_adam,,Nintendo Super System - The Addams Family
nss_aten,,Nintendo Super System - David Crane's Amazing Tennis
nss_rob3,,Nintendo Super System - Robocop 3
nss_ncaa,,Nintendo Super System - NCAA Basketball
nss_skin,,Nintendo Super System - Skins Game
nss_lwep,,Nintendo Super System - Lethal Weapon
nss_smw,,Nintendo Super System - Super Mario World
nss_fzer,,Nintendo Super System - F-Zero
nss_sten,,Nintendo Super System - Super Tennis
seawolf,,Sea Wolf
gunfight,,Gun Fight
tornbase,,Tornado Baseball
280zzzap,,Datsun 280 Zzzap
maze,,Amazing Maze
boothill,,Boot Hill
checkmat,,Checkmate
desertgu,,Desert Gun
dplay,848,Double Play
lagunar,,Laguna Racer
gmissile,,Guided Missile
m4,,M-4
clowns,,Clowns (rev. 2)
clowns1,846,Clowns (rev. 1)
einnings,,Extra Inning
shuffle,,Shuffleboard
dogpatch,,Dog Patch
spcenctr,,Space Encounters
phantom2,,Phantom II
bowler,,4 Player Bowling Alley
invaders,,Space Invaders
blueshrk,,Blue Shark
invad2ct,,"Space Invaders II (Midway, cocktail)"
invadpt2,,Space Invaders Part II (Taito)
invaddlx,857,Space Invaders Deluxe
moonbase,857,Moon Base
indianbt,,Indian Battle
earthinv,854,Super Earth Invasion
spaceatt,854,Space Attack
spaceat2,854,Space Attack II
sinvzen,854,Super Invaders (Zenitone-Microsec)
superinv,854,Super Invaders
sstrangr,,Space Stranger
sstrngr2,,Space Stranger 2
sinvemag,854,Super Invaders (EMAG)
jspecter,854,Jatre Specter (set 1)
jspectr2,854,Jatre Specter (set 2)
invrvnge,,Invader's Revenge
invrvnga,871,Invader's Revenge (Dutchford)
galxwars,,Galaxy Wars (Universal set 1)
galxwar2,873,Galaxy Wars (Universal set 2)
galxwart,873,Galaxy Wars (Taito[Q])
starw,873,Star Wars
lrescue,,Lunar Rescue
grescue,877,Galaxy Rescue
desterth,877,Destination Earth
cosmicmo,,Cosmic Monsters
cosmicm2,,Cosmic Monsters II
rollingc,,Rolling Crash / Moon Base
ozmawars,,Ozma Wars (set 1)
ozmawar2,883,Ozma Wars (set 2)
solfight,883,Solar Fight
spaceph,883,Space Phantoms
schaser,,Space Chaser
schasrcv,887,Space Chaser (CV version)
lupin3,,Lupin III
spclaser,,Space Laser
laser,890,Laser
spcewarl,890,Space War (Leijac)
polaris,,Polaris (set 1)
polarisa,893,Polaris (set 2)
ballbomb,,Balloon Bomber
steelwkr,,Steel Worker
m79amb,,M79 Ambush
alieninv,854,Alien Invasion Part II
tst_invd,854,Space Invaders Test ROM
sitv,854,Space Invaders (TV Version)
sicv,854,Space Invaders (CV Version)
sisv,854,Space Invaders (SV Version)
sisv2,854,Space Invaders (SV Version 2)
spacewr3,854,Space War Part 3
invaderl,854,Space Invaders (Logitec)
yosakdoa,907,Yosaku To Donbei (set 2)
yosakdon,,Yosaku To Donbei (set 1)
spceking,854,Space King
spcewars,854,Space War (Sanritsu)
cosmo,,Cosmo
astropal,,Astropal
invasion,,Invasion (Sidam)
invasioa,912,"Invasion (bootleg, set 1, normal graphics)"
invasiob,912,"Invasion (bootleg, set 2, no copyright)"
galactic,,Galactica - Batalha Espacial
spacmiss,915,Space Missile - Space Fighting Game
sspeedr,,Super Speed Race
sflush,,Straight Flush
lazercmd,,Lazer Command
bbonk,,Bigfoot Bonkers
deadeye,,Dead Eye
gypsyjug,,Gypsy Juggler
minferno,,Inferno (S2650)
medlanes,,Meadows Lanes
cosmos,,Cosmos
darkwar,,Dark Warrior
spacefrt,,Space Fortress
8ball,,Video Eight Ball
8ball1,928,Video Eight Ball (Rev.1)
logger,,Logger
dazzler,,Dazzler
wallst,,Wall Street
radarzon,,Radar Zone
radarzn1,933,Radar Zone (Rev.1)
radarznt,933,Radar Zone (Tuni)
outline,933,Outline
goldbug,,Gold Bug
diggerc,,Digger (CVS)
heartatk,,Heart Attack
hunchbak,,Hunchback
superbik,,Superbike
hero,,Hero
huncholy,,Hunchback Olympic
seawolf2,,Sea Wolf II
spacezap,,Space Zap
ebases,,Extra Bases
wow,,Wizard of Wor
gorf,,Gorf
gorfpgm1,948,Gorf (Program 1)
robby,,Robby Roto
profpac,,Professor PacMan
solarfox,,Solar Fox
kick,,Kick (upright)
kicka,953,Kick (cocktail)
shollow,,Satan's Hollow (set 1)
shollow2,955,Satan's Hollow (set 2)
tron,,Tron (set 1)
tron2,957,Tron (set 2)
tronfp,957,Tron (freeplay)
kroozr,,Kozmik Kroozr
domino,,Domino Man
wacko,,Wacko
twotiger,,Two Tigers
twotigra,963,Two Tigers (dedicated)
journey,,Journey
tapper,,Tapper (Budweiser)
tappera,966,Tapper (alternate)
sutapper,966,Tapper (Suntory)
rbtapper,966,Tapper (Root Beer)
timber,,Timber
dotron,,Discs of Tron (Upright)
dotrona,971,Discs of Tron (Upright alternate)
dotrone,971,Discs of Tron (Environmental)
demoderb,,Demolition Derby
demoderm,974,Demolition Derby (2-Player Mono Board Version)
sarge,,Sarge
rampage,,Rampage (revision 3)
rampage2,977,Rampage (revision 2)
powerdrv,,Power Drive
stargrds,,Star Guards
maxrpm,,Max RPM
spyhunt,,Spy Hunter
turbotag,,Turbo Tag (prototype)
crater,,Crater Raider
zwackery,,Zwackery
xenophob,,Xenophobe
spyhunt2,,Spy Hunter 2 (rev 2)
spyhnt2a,987,Spy Hunter 2 (rev 1)
blasted,,Blasted
archrivl,,Arch Rivals (rev 4.0)
archriv2,990,Arch Rivals (rev 2.0)
trisport,,Tri-Sports
pigskin,,Pigskin 621AD
sentetst,,Sente Diagnostic Cartridge
cshift,,Chicken Shift
gghost,,Goalie Ghost
hattrick,,Hat Trick
otwalls,,Off the Wall (Sente)
snakepit,,Snake Pit
snakjack,,Snacks'n Jaxson
stocker,,Stocker
triviag1,,Trivial Pursuit (Genus I)
triviag2,,Trivial Pursuit (Genus II)
triviasp,,Trivial Pursuit (All Star Sports Edition)
triviayp,,Trivial Pursuit (Young Players Edition)
triviabb,,Trivial Pursuit (Baby Boomer Edition)
gimeabrk,,Gimme A Break
minigolf,,Mini Golf (set 1)
minigol2,1008,Mini Golf (set 2)
toggle,,Toggle (prototype)
nametune,,Name That Tune
nstocker,,Night Stocker
sfootbal,,Street Football
spiker,,Spiker
stompin,,Stompin'
rescraid,,Rescue Raider
rescrdsa,1016,Rescue Raider (Stand-Alone)
grudge,,Grudge Match (prototype)
shrike,,Shrike Avenger (prototype)
gridlee,,Gridlee
andromed,,Andromeda (Japan[Q])
ipminvad,,IPM Invader
skychut,,Sky Chuter
spacbeam,,Space Beam
greenber,,Green Beret (Irem)
redalert,,Red Alert
demoneye,,Demoneye-X
olibochu,,Oli-Boo-Chu
mpatrol,,Moon Patrol
mpatrolw,1029,Moon Patrol (Williams)
troangel,,Tropical Angel
yard,,10 Yard Fight (Japan)
vsyard,1032,"10 Yard Fight (Vs. version World, 11-05-84)"
vsyard2,1032,"10 Yard Fight (Vs. version Japan, set 2)"
travrusa,,Traverse USA - Zippy Race
motorace,1035,MotoRace USA
shtrider,,Shot Rider
wilytowr,,Wily Tower
atomboy,1038,Atomic Boy
kungfum,,Kung-Fu Master
kungfud,1040,Kung-Fu Master (Data East)
spartanx,1040,Spartan X (Japan)
kungfub,1040,Kung-Fu Master (bootleg set 1)
kungfub2,1040,Kung-Fu Master (bootleg set 2)
battroad,,The Battle-Road
ldrun,,Lode Runner (set 1)
ldruna,1046,Lode Runner (set 2)
ldrun2,,Lode Runner II - The Bungeling Strikes Back
ldrun3,,Lode Runner III - The Golden Labyrinth
ldrun3jp,1049,Lode Runner III - Majin No Fukkatsu
ldrun4,,Lode Runner IV - Teikoku Karano Dasshutsu
lotlot,,Lot Lot
kidniki,,Kid Niki - Radical Ninja (US)
yanchamr,1053,Kaiketsu Yanchamaru (Japan)
spelunkr,,Spelunker
spelnkrj,1055,Spelunker (Japan)
spelunk2,,Spelunker II
horizon,,Horizon
youjyudn,,Youjyuden (Japan)
vigilant,,Vigilante (World)
vigilntu,1060,Vigilante (US)
vigilntj,1060,Vigilante (Japan)
kikcubic,,Meikyu Jima (Japan)
buccanrs,,Buccaneers (set 1)
buccanra,1064,Buccaneers (set 2)
rtype,,R-Type (Japan)
rtypepj,1066,R-Type (Japan prototype)
rtypeu,1066,R-Type (US)
bchopper,,Battle Chopper
mrheli,1069,Mr. HELI no Dai-Bouken
nspirit,,Ninja Spirit
nspiritj,1071,Saigo no Nindou (Japan)
imgfight,,Image Fight (Japan)
loht,,Legend of Hero Tonma
xmultipl,,X Multiply (Japan)
dbreed,,Dragon Breed
rtype2,,R-Type II
rtype2j,1077,R-Type II (Japan)
majtitle,,Major Title (Japan)
hharry,,Hammerin' Harry (World)
hharryu,1080,Hammerin' Harry (US)
dkgensan,1080,Daiku no Gensan (Japan)
dkgenm72,1080,"Daiku no Gensan (Japan, M72)"
poundfor,,Pound for Pound (World)
poundfou,1084,Pound for Pound (US)
airduel,,Air Duel (Japan)
cosmccop,,Cosmic Cop (World)
gallop,1087,Gallop - Armed police Unit (Japan)
kengo,,Ken-Go
sichuan2,,Sichuan II (hack[Q]) (set 1)
sichuana,1090,Sichuan II (hack[Q]) (set 2)
shisen,1090,Shisensho - Joshiryo-Hen (Japan)
matchit,1090,Match It
hasamu,,Hasamu (Japan)
dynablst,,Dynablaster (World)
dynablsb,1095,Dynablaster (bootleg)
dicegame,,Dice - The Dice Game!
bombrman,1095,Bomberman (Japan)
bbmanw,,Bomber Man World (World)
bbmanwj,1099,Bomber Man World (Japan)
atompunk,1099,New Atomic Punk - Global Quest (US)
quizf1,,"Quiz F-1 1,2finish"
riskchal,,Risky Challenge
gussun,1103,Gussun Oyoyo (Japan)
matchit2,,Match It II
shisen2,1105,Shisensho II
gunforce,,Gunforce - Battle Fire Engulfed Terror Island (World)
gunforcu,1107,Gunforce - Battle Fire Engulfed Terror Island (US)
gunforcj,1107,Gunforce - Battle Fire Engulfed Terror Island (Japan)
bmaster,,Blade Master (World)
lethalth,,Lethal Thunder (World)
thndblst,1111,Thunder Blaster (Japan)
uccops,,Undercover Cops (World)
uccopsar,1113,Undercover Cops (Alpha Renewal Version)
uccopsj,1113,Undercover Cops (Japan)
mysticri,,Mystic Riders (World)
gunhohki,1116,Gun Hohki (Japan)
majtitl2,,Major Title 2 (World)
skingame,1118,The Irem Skins Game (US set 1)
skingam2,1118,The Irem Skins Game (US set 2)
hook,,Hook (World)
hooku,1121,Hook (US)
hookj,1121,Hook (Japan)
rtypeleo,,R-Type Leo (World rev. C)
rtypelej,1124,R-Type Leo (Japan rev. D)
inthunt,,In The Hunt (World)
inthuntu,1126,In The Hunt (US)
kaiteids,1126,Kaitei Daisensou (Japan)
nbbatman,,Ninja Baseball Batman (US)
leaguemn,1129,Yakyuu Kakutou League-Man (Japan)
ssoldier,,Superior Soldiers (US)
psoldier,1131,Perfect Soldiers (Japan)
dsccr94j,1137,Dream Soccer '94 (Japan)
gunforc2,,Gunforce 2 (US)
geostorm,1134,Geostorm (Japan)
firebarr,,Fire Barrel (Japan)
dsoccr94,,Dream Soccer '94
wpksoc,,World PK Soccer
reactor,,Reactor
mplanets,,Mad Planets
mplanuk,1140,Mad Planets (UK)
qbert,,Q*bert (US set 1)
qbertjp,1142,Q*bert (Japan)
myqbert,1142,Mello Yello Q*bert
qberttst,1142,Q*bert (early test version)
insector,,Insector (prototype)
tylz,,Tylz (prototype)
argusg,,"Argus (Gottlieb, prototype)"
krull,,Krull
kngtmare,,Knightmare (prototype)
sqbert,,"Faster, Harder, More Challenging Q*bert (prototype)"
mach3,,M.A.C.H. 3
usvsthem,,Us vs. Them
3stooges,,The Three Stooges In Brides Is Brides
qbertqub,,Q*bert's Qubes
screwloo,,Screw Loose (prototype)
curvebal,,Curve Ball
wizwarz,,Wiz Warz (prototype)
qix,,Qix (set 1)
qixa,1159,Qix (set 2)
qixb,1159,Qix (set 3)
qix2,1159,Qix II (Tournament)
sdungeon,,Space Dungeon
elecyoyo,,The Electric Yo-Yo (set 1)
elecyoy2,1164,The Electric Yo-Yo (set 2)
kram,,Kram (set 1)
kram2,1166,Kram (set 2)
kram3,1166,Kram (encrypted)
zookeep,,Zoo Keeper (set 1)
zookeep2,1169,Zoo Keeper (set 2)
zookeep3,1169,Zoo Keeper (set 3)
slither,,Slither (set 1)
slithera,1172,Slither (set 2)
complexx,,Complex X
spaceskr,,Space Seeker
spacecr,,Space Cruiser
junglek,,Jungle King (Japan)
junglkj2,1177,"Jungle King (Japan, earlier)"
jungleh,1177,Jungle Hunt (US)
junglhbr,1177,Jungle Hunt (Brazil)
piratpet,1177,Pirate Pete
alpine,,Alpine Ski (set 1)
alpinea,1182,Alpine Ski (set 2)
timetunl,,Time Tunnel
wwestern,,Wild Western (set 1)
wwester1,1185,Wild Western (set 2)
frontlin,,Front Line
elevator,,Elevator Action
elevatob,1188,Elevator Action (bootleg)
tinstar,,The Tin Star
waterski,,Water Ski
bioatack,,Bio Attack
hwrace,,High Way Race
sfposeid,,Sea Fighter Poseidon
kikstart,,Kick Start Wheelie King
crbaloon,,Crazy Balloon (set 1)
crbalon2,1196,Crazy Balloon (set 2)
sbowling,,Strike Bowling
grchamp,,Grand Champion
marinedt,,Marine Date
fspiderb,,Frog &amp; Spiders (bootleg?)
jollyjgr,,Jolly Jogger
bking,,Birdie King
bking2,,Birdie King 2
bking3,,Birdie King 3
chaknpop,,Chack'n Pop
josvolly,,Joshi Volleyball
gsword,,Great Swordsman
pitnrun,,Pit and Run
lkage,,The Legend of Kage
lkageb,1210,The Legend of Kage (bootleg set 1)
lkageb2,1210,The Legend of Kage (bootleg set 2)
lkageb3,1210,The Legend of Kage (bootleg set 3)
msisaac,,Metal Soldier Isaac II
retofinv,,Return of the Invaders
retofin1,1215,Return of the Invaders (bootleg set 1)
retofin2,1215,Return of the Invaders (bootleg set 2)
fightrol,,Fighting Roller
rollace,1218,Roller Aces (set 1)
rollace2,1218,Roller Aces (set 2)
vsgongf,,VS Gong Fight
ringfgt,1221,Ring Fighter (set 1)
ringfgt2,1221,Ring Fighter (set 2)
fieldday,,Field Day
undoukai,1224,The Undoukai (Japan)
40love,,Forty-Love
tsamurai,,Samurai Nihon-ichi (set 1)
tsamura2,1227,Samurai Nihon-ichi (set 2)
nunchaku,,Nunchackun
yamagchi,,Go Go Mr. Yamaguchi - Yuke Yuke Yamaguchi-kun
m660,,Mission 660 (US)
m660j,1231,Mission 660 (Japan)
m660b,1231,Mission 660 (bootleg)
alphaxz,1231,The Alphax Z (Japan)
buggychl,,Buggy Challenge
buggycht,1235,Buggy Challenge (Tecfri)
ssrj,,Super Speed Race Junior (Japan)
bigevglf,,Big Event Golf
flstory,,The FairyLand Story
flstoryj,1239,The FairyLand Story (Japan)
onna34ro,,Onna Sansirou - Typhoon Gal
onna34ra,1241,Onna Sansirou - Typhoon Gal (bootleg)
victnine,,Victorious Nine
rumba,,Rumba Lumber
gladiatr,,Gladiator (US)
ogonsiro,1245,Ohgon no Siro (Japan)
nycaptor,,N.Y. Captor
cyclshtg,,Cycle Shooting
bronx,1248,Bronx
benberob,,Ben Bero Beh (Japan)
halleys,,Halley's Comet (US)
halleysc,1251,Halley's Comet (Japan set 1)
halleycj,1251,Halley's Comet (Japan set 2)
lsasquad,,Land Sea Air Squad - Riku Kai Kuu Saizensen
storming,1254,Storming Party - Riku Kai Kuu Saizensen
daikaiju,,Daikaiju no Gyakushu
tokio,,Tokio / Scramble Formation (US)
tokiob,1257,Tokio / Scramble Formation (bootleg)
bublbobl,,Bubble Bobble
bublbob1,1259,Bubble Bobble (older)
bublbobr,1259,Bubble Bobble (US with mode select)
bubbobr1,1259,Bubble Bobble (US)
bublboblp,1259,Bubble Bobble (prototype on Tokio hardware)
boblbobl,1259,Bobble Bobble
sboblbob,1259,Super Bobble Bobble
bublboblu,1259,Bubble Bobble (Ultra Version)(USA)
bublcave,1259,Bubble Bobble: Lost Cave V1.2
missb2,1259,Miss Bubble 2
kikikai,,KiKi KaiKai
kicknrun,,Kick and Run
mexico86,1270,Mexico 86
darius,,Darius (World)
dariusj,1272,Darius (Japan)
dariuso,1272,Darius (Japan old version)
dariuse,1272,Darius (Extra) (Japan)
rastan,,Rastan (World)
rastanu,1276,Rastan (US set 1)
rastanu2,1276,Rastan (US set 2)
rastsaga,1276,Rastan Saga (Japan)
topspeed,,Top Speed (World)
topspedu,1280,Top Speed (US)
fullthrl,1280,Full Throttle (Japan)
opwolf,,Operation Wolf (US)
opwolfb,1283,Operation Bear
othunder,,Operation Thunderbolt (World)
othundu,1285,Operation Thunderbolt (US)
rainbow,,Rainbow Islands (new version)
rainbowo,1287,Rainbow Islands (old version)
rainbowe,1287,Rainbow Islands (Extra)
jumping,1287,Jumping
arkanoid,,Arkanoid (World)
arknoidu,1291,Arkanoid (US)
arknoiuo,1291,"Arkanoid (US, older)"
arknoidj,1291,"Arkanoid (Japan, newer w/level select)"
arkbl2,1291,Arkanoid (Japanese bootleg Set 2)
arkbl3,1291,Arkanoid (Japanese bootleg Set 3)
paddle2,1291,Paddle 2
arkatayt,1291,"Arkanoid (Tayto bootleg, Japanese)"
arkblock,1291,"Block (bootleg, Japanese)"
arkbloc2,1291,Block (Game Corporation bootleg)
arkangc,1291,Arkanoid (Game Corporation bootleg)
arkatour,1291,Tournament Arkanoid (US)
superqix,,Super Qix (set 1)
sqixbl,1303,Super Qix (bootleg)
perestro,,Perestroika Girls
pbillian,,Prebillian
hotsmash,,Vs. Hot Smash
exzisus,,Exzisus (Japan)
minivadr,,Minivader
volfied,,Volfied (World)
volfiedu,1310,Volfied (US)
volfiedj,1310,Volfied (Japan)
bonzeadv,,Bonze Adventure (World)
bonzeadu,1313,Bonze Adventure (US)
jigkmgri,1313,Jigoku Meguri (Japan)
asuka,,Asuka and Asuka (Japan)
mofflott,,Maze of Flott (Japan)
cadash,,Cadash (World)
cadashj,1318,Cadash (Japan)
cadashu,1318,Cadash (US)
cadashi,1318,Cadash (Italy)
cadashf,1318,Cadash (France)
galmedes,,Galmedes (Japan)
earthjkr,,U.N. Defense Force - Earth Joker (Japan)
eto,,Kokontouzai Eto Monogatari (Japan)
wgp,,World Grand Prix (US)
wgpj,1326,World Grand Prix (Japan)
wgpjoy,1326,World Grand Prix (joystick version set 1) (Japan)
wgpjoya,1326,World Grand Prix (joystick version set 2) (Japan)
wgp2,1326,World Grand Prix 2 (Japan)
slapshot,,Slap Shot (Japan)
opwolf3,,Operation Wolf 3 (World)
opwolf3u,1332,Operation Wolf 3 (US)
scessjoe,,Success Joe (World)
ashnojoe,1334,Ashita no Joe (Japan)
ninjaw,,The Ninja Warriors (World)
ninjawj,1336,The Ninja Warriors (Japan)
darius2,,Darius II (Japan)
darius2d,1338,Darius II (dual screen) (Japan)
drius2do,1338,Darius II (dual screen) (Japan old version)
warriorb,,Warrior Blade - Rastan Saga Episode III (Japan)
superman,,Superman
twinhawk,,Twin Hawk (World)
twinhwku,1343,Twin Hawk (US)
daisenpu,1343,Daisenpu (Japan)
gigandes,,Gigandes
kyustrkr,,Last Striker - Kyuukyoku no Striker
ballbros,,Balloon Brothers
plumppop,,Plump Pop (Japan)
extrmatn,,Extermination (US)
arknoid2,,Arkanoid - Revenge of DOH (World)
arknid2u,1351,Arkanoid - Revenge of DOH (US)
arknid2j,1351,Arkanoid - Revenge of DOH (Japan)
drtoppel,,Dr. Toppel's Adventure (World)
drtopplu,1354,Dr. Toppel's Adventure (US)
drtopplj,1354,Dr. Toppel's Tankentai (Japan)
kageki,,Kageki (US)
kagekij,1357,Kageki (Japan)
chukatai,,Chuka Taisen (World)
chukatau,1359,Chuka Taisen (US)
chukataj,1359,Chuka Taisen (Japan)
kabukiz,,Kabuki-Z (World)
kabukizj,1362,Kabuki-Z (Japan)
tnzs,,"The NewZealand Story (Japan, new version) (P0-043A PCB)"
tnzsb,1364,"The NewZealand Story (World, new version) (P0-043A PCB)"
tnzs2,1364,"The NewZealand Story (World, old version) (P0-041A PCB)"
insectx,,Insector X (World)
raimais,,Raimais (Japan)
kurikint,,Kuri Kinton (World)
kurikinu,1369,Kuri Kinton (US)
kurikinj,1369,Kuri Kinton (Japan)
kurikina,1369,"Kuri Kinton (World, prototype[Q])"
evilston,,Evil Stone
fhawk,,Fighting Hawk (World)
fhawkj,1374,Fighting Hawk (Japan)
plotting,,Plotting (World)
champwr,,Champion Wrestler (World)
champwru,1377,Champion Wrestler (US)
champwrj,1377,Champion Wrestler (Japan)
puzznic,,Puzznic (Japan)
horshoes,,American Horseshoes (US)
palamed,,Palamedes (Japan)
cachat,,Cachat (Japan)
tubeit,1383,Tube-It
cubybop,,Cuby Bop (Location Test)
plgirls,,Play Girls
plgirls2,,Play Girls 2
syvalion,,Syvalion (Japan)
